ID,group,item.number,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT,trial,spellingTest.answer,spelling.correct
CN26,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,1213,97,,
CN26,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,870,17,,
CN26,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,811,42,,
CN26,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,628,77,,
CN26,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,804,78,,
CN26,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",4,0,885,126,,
CN26,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,1006,70,,
CN26,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,545,80,,
CN26,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,564,88,,
CN26,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,652,18,,
CN26,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",4,0,3254,123,,
CN26,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",1,1,791,95,,
CN26,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,858,46,,
CN26,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",1,1,740,98,,
CN26,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",1,0,633,107,,
CN26,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,558,90,bliderus,0
CN26,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",1,0,496,20,,
CN26,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",1,0,209,113,cliddery,0
CN26,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",1,0,630,65,,
CN26,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",1,0,695,37,,
CN26,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",4,1,981,101,,
CN26,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",1,0,630,32,,
CN26,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,421,125,,0
CN26,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",1,0,306,111,,
CN26,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",1,0,866,100,,
CN26,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,574,104,bliddey,0
CN26,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",4,1,791,34,,
CN26,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",1,0,378,23,,
CN26,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,850,59,,0
CN26,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,850,48,spernidiky,0
CN26,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",1,0,1829,1,blundey,0
CN26,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",1,0,1000,9,speny,0
CN26,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",1,0,931,96,,
CN26,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,729,40,,0
CN26,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,981,10,,0
CN26,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",1,0,625,22,,
CN26,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",1,0,722,53,,
CN26,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,978,38,spernicky,0
CN26,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,587,119,,0
CN26,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,790,49,,0
CN26,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,644,69,,0
CN26,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,502,116,,0
CN26,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",1,0,667,110,,
CN26,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",4,1,778,67,,
CN26,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,939,35,,0
CN26,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",1,0,561,106,,
CN26,Canonical_None,64,abron,,,Nonwords,4,1,792,124,,
CN26,Canonical_None,65,balloom,,,Nonwords,1,0,677,99,,
CN26,Canonical_None,68,bashketball,,,Nonwords,4,1,706,62,,
CN26,Canonical_None,83,bencil,,,Nonwords,4,1,709,91,,
CN26,Canonical_None,84,briest,,,Nonwords,4,1,839,29,,
CN26,Canonical_None,70,cabimet,,,Nonwords,4,1,873,114,,
CN26,Canonical_None,71,cassier,,,Nonwords,4,1,797,8,,
CN26,Canonical_None,72,crame,,,Nonwords,4,1,1043,13,,
CN26,Canonical_None,73,dansher,,,Nonwords,4,1,571,92,,
CN26,Canonical_None,74,feshtival,,,Nonwords,4,1,968,56,,
CN26,Canonical_None,75,fiss,,,Nonwords,4,1,662,45,,
CN26,Canonical_None,76,glash,,,Nonwords,4,1,974,64,,
CN26,Canonical_None,77,grabe,,,Nonwords,4,1,808,28,,
CN26,Canonical_None,78,han,,,Nonwords,1,0,616,25,,
CN26,Canonical_None,79,herpivore,,,Nonwords,1,0,765,54,,
CN26,Canonical_None,80,nechanic,,,Nonwords,4,1,675,31,,
CN26,Canonical_None,81,nushroom,,,Nonwords,4,1,496,27,,
CN26,Canonical_None,82,palashe,,,Nonwords,4,1,925,55,,
CN26,Canonical_None,66,pank,,,Nonwords,4,1,770,6,,
CN26,Canonical_None,67,parrel,,,Nonwords,4,1,719,63,,
CN26,Canonical_None,69,prain,,,Nonwords,4,1,3178,0,,
CN26,Canonical_None,85,reshtaurant,,,Nonwords,4,1,1147,36,,
CN26,Canonical_None,86,ruppish,,,Nonwords,4,1,588,68,,
CN26,Canonical_None,87,selter,,,Nonwords,1,0,691,108,,
CN26,Canonical_None,90,shke,,,Nonwords,4,1,716,61,,
CN26,Canonical_None,88,sirt,,,Nonwords,4,1,619,75,,
CN26,Canonical_None,89,smail,,,Nonwords,4,1,834,7,,
CN26,Canonical_None,91,spoom,,,Nonwords,1,0,612,76,,
CN26,Canonical_None,92,sunnit,,,Nonwords,1,0,617,118,,
CN26,Canonical_None,93,teemager,,,Nonwords,4,1,769,14,,
CN26,Canonical_None,94,vegetaple,,,Nonwords,4,1,852,84,,
CN26,Canonical_None,95,wimdow,,,Nonwords,1,0,698,83,,
CN26,Canonical_None,0,apron,,,Familiar words,1,1,756,50,,
CN26,Canonical_None,1,balloon,,,Familiar words,1,1,615,33,,
CN26,Canonical_None,2,bank,,,Familiar words,1,1,667,109,,
CN26,Canonical_None,3,barrel,,,Familiar words,1,1,526,16,,
CN26,Canonical_None,4,basketball,,,Familiar words,1,1,961,2,,
CN26,Canonical_None,5,brain,,,Familiar words,1,1,591,47,,
CN26,Canonical_None,6,cabinet,,,Familiar words,1,1,448,73,,
CN26,Canonical_None,7,cashier,,,Familiar words,1,1,765,12,,
CN26,Canonical_None,8,crane,,,Familiar words,1,1,778,43,,
CN26,Canonical_None,9,dancer,,,Familiar words,1,1,794,15,,
CN26,Canonical_None,10,festival,,,Familiar words,4,0,680,122,,
CN26,Canonical_None,11,fish,,,Familiar words,1,1,502,39,,
CN26,Canonical_None,12,glass,,,Familiar words,1,1,710,58,,
CN26,Canonical_None,13,grape,,,Familiar words,1,1,867,11,,
CN26,Canonical_None,14,ham,,,Familiar words,1,1,497,102,,
CN26,Canonical_None,15,herbivore,,,Familiar words,1,1,733,57,,
CN26,Canonical_None,16,mechanic,,,Familiar words,1,1,612,112,,
CN26,Canonical_None,17,mushroom,,,Familiar words,1,1,620,4,,
CN26,Canonical_None,18,palace,,,Familiar words,1,1,653,81,,
CN26,Canonical_None,19,pencil,,,Familiar words,1,1,754,30,,
CN26,Canonical_None,20,priest,,,Familiar words,1,1,624,105,,
CN26,Canonical_None,21,restaurant,,,Familiar words,1,1,535,127,,
CN26,Canonical_None,22,rubbish,,,Familiar words,1,1,945,44,,
CN26,Canonical_None,23,shelter,,,Familiar words,1,1,659,121,,
CN26,Canonical_None,24,shirt,,,Familiar words,4,0,986,72,,
CN26,Canonical_None,25,sil,,,Familiar words,1,1,668,66,,
CN26,Canonical_None,26,ske,,,Familiar words,1,1,925,60,,
CN26,Canonical_None,27,spoon,,,Familiar words,1,1,781,87,,
CN26,Canonical_None,28,summit,,,Familiar words,1,1,997,85,,
CN26,Canonical_None,29,teeger,,,Familiar words,1,1,508,89,,
CN26,Canonical_None,30,vegetable,,,Familiar words,1,1,806,51,,
CN26,Canonical_None,31,window,,,Familiar words,1,1,519,52,,
CN27,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,568,117,,
CN27,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",4,0,712,74,,
CN27,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,497,3,,
CN27,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,543,103,,
CN27,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,528,5,,
CN27,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,794,86,,
CN27,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,830,71,,
CN27,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,939,79,,
CN27,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,936,41,,
CN27,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,510,19,,
CN27,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,687,94,,
CN27,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,416,82,,
CN27,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,639,93,,
CN27,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,530,24,,
CN27,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,485,115,,
CN27,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,900,21,,
CN27,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",4,0,734,120,,
CN27,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,679,26,,
CN27,Canonical_None,112,slyddenee,none,flap,"New words, trained pronunciation",1,1,726,97,,
CN27,Canonical_None,108,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,744,17,,
CN27,Canonical_None,120,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,594,42,,
CN27,Canonical_None,118,spearoddus,none,flap,"New words, trained pronunciation",1,1,807,77,,
CN27,Canonical_None,123,spennogy,none,nasal,"New words, trained pronunciation",1,1,817,78,,
CN27,Canonical_None,126,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,537,126,,
CN27,Canonical_None,117,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,546,70,,
CN27,Canonical_None,114,treddemus,canonical,flap,"New words, trained pronunciation",1,1,637,80,,
CN27,Canonical_None,104,trenner,canonical,nasal,"New words, trained pronunciation",1,1,443,88,,
CN27,Canonical_None,97,troddy,canonical,flap,"New words, trained pronunciation",1,1,664,18,,
CN27,Canonical_None,109,trounny,none,nasal,"New words, trained pronunciation",1,1,539,123,,
CN27,Canonical_None,115,veddetus,none,flap,"New words, trained pronunciation",1,1,692,95,,
CN27,Canonical_None,122,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,639,46,,
CN27,Canonical_None,102,vouddy,none,flap,"New words, trained pronunciation",1,1,645,98,,
CN27,Canonical_None,35,blittus,none,flap,"New words, canonical pronunciation",1,0,673,107,,
CN27,Canonical_None,60,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,954,90,brettumus,0
CN27,Canonical_None,46,buntow,none,nasal,"New words, canonical pronunciation",4,1,614,20,,
CN27,Canonical_None,32,bytto,canonical,flap,"New words, canonical pronunciation",1,0,700,113,,1
CN27,Canonical_None,34,cluttee,none,flap,"New words, canonical pronunciation",1,0,870,65,,
CN27,Canonical_None,61,credenter,none,nasal,"New words, canonical pronunciation",4,1,934,37,,
CN27,Canonical_None,57,cyntergus,none,nasal,"New words, canonical pronunciation",4,1,591,101,,
CN27,Canonical_None,37,fluttow,none,flap,"New words, canonical pronunciation",1,0,737,32,,
CN27,Canonical_None,47,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,728,125,,1
CN27,Canonical_None,41,glunter,none,nasal,"New words, canonical pronunciation",1,0,381,111,,
CN27,Canonical_None,63,lucrunty,none,nasal,"New words, canonical pronunciation",4,1,706,100,,
CN27,Canonical_None,49,pittery,canonical,flap,"New words, canonical pronunciation",1,0,867,104,,1
CN27,Canonical_None,52,pribetty,none,flap,"New words, canonical pronunciation",4,1,463,34,,
CN27,Canonical_None,43,prounter,none,nasal,"New words, canonical pronunciation",4,1,662,23,,
CN27,Canonical_None,36,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,607,59,,1
CN27,Canonical_None,55,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,669,48,sceantly,0
CN27,Canonical_None,42,sento,canonical,nasal,"New words, canonical pronunciation",1,0,908,1,,1
CN27,Canonical_None,39,slettow,canonical,flap,"New words, canonical pronunciation",4,1,1037,9,sletto,0
CN27,Canonical_None,48,slyttenee,none,flap,"New words, canonical pronunciation",4,1,1219,96,,
CN27,Canonical_None,44,smountus,canonical,nasal,"New words, canonical pronunciation",4,1,699,40,smoutus,0
CN27,Canonical_None,56,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,881,10,,1
CN27,Canonical_None,54,spearottus,none,flap,"New words, canonical pronunciation",1,0,733,22,,
CN27,Canonical_None,59,spentogy,none,nasal,"New words, canonical pronunciation",4,1,844,53,,
CN27,Canonical_None,62,suspintus,canonical,nasal,"New words, canonical pronunciation",4,1,1036,38,suspentous,0
CN27,Canonical_None,53,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,712,119,tretemus,0
CN27,Canonical_None,40,trenter,canonical,nasal,"New words, canonical pronunciation",4,1,633,49,,1
CN27,Canonical_None,50,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,698,69,,0
CN27,Canonical_None,33,trotty,canonical,flap,"New words, canonical pronunciation",1,0,467,116,,1
CN27,Canonical_None,45,trounty,none,nasal,"New words, canonical pronunciation",4,1,766,110,,
CN27,Canonical_None,51,vettetus,none,flap,"New words, canonical pronunciation",1,0,917,67,,
CN27,Canonical_None,58,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,680,35,vitnmil,0
CN27,Canonical_None,38,voutty,none,flap,"New words, canonical pronunciation",4,1,578,106,,
CN27,Canonical_None,64,abron,,,Nonwords,1,0,679,124,,
CN27,Canonical_None,65,balloom,,,Nonwords,4,1,796,99,,
CN27,Canonical_None,68,bashketball,,,Nonwords,4,1,491,62,,
CN27,Canonical_None,83,bencil,,,Nonwords,4,1,374,91,,
CN27,Canonical_None,84,briest,,,Nonwords,4,1,531,29,,
CN27,Canonical_None,70,cabimet,,,Nonwords,4,1,517,114,,
CN27,Canonical_None,71,cassier,,,Nonwords,4,1,696,8,,
CN27,Canonical_None,72,crame,,,Nonwords,4,1,738,13,,
CN27,Canonical_None,73,dansher,,,Nonwords,4,1,547,92,,
CN27,Canonical_None,74,feshtival,,,Nonwords,4,1,497,56,,
CN27,Canonical_None,75,fiss,,,Nonwords,4,1,556,45,,
CN27,Canonical_None,76,glash,,,Nonwords,4,1,720,64,,
CN27,Canonical_None,77,grabe,,,Nonwords,4,1,500,28,,
CN27,Canonical_None,78,han,,,Nonwords,4,1,697,25,,
CN27,Canonical_None,79,herpivore,,,Nonwords,4,1,578,54,,
CN27,Canonical_None,80,nechanic,,,Nonwords,4,1,414,31,,
CN27,Canonical_None,81,nushroom,,,Nonwords,4,1,389,27,,
CN27,Canonical_None,82,palashe,,,Nonwords,4,1,870,55,,
CN27,Canonical_None,66,pank,,,Nonwords,4,1,942,6,,
CN27,Canonical_None,67,parrel,,,Nonwords,4,1,418,63,,
CN27,Canonical_None,69,prain,,,Nonwords,4,1,3337,0,,
CN27,Canonical_None,85,reshtaurant,,,Nonwords,4,1,686,36,,
CN27,Canonical_None,86,ruppish,,,Nonwords,4,1,515,68,,
CN27,Canonical_None,87,selter,,,Nonwords,4,1,958,108,,
CN27,Canonical_None,90,shke,,,Nonwords,4,1,826,61,,
CN27,Canonical_None,88,sirt,,,Nonwords,1,0,900,75,,
CN27,Canonical_None,89,smail,,,Nonwords,4,1,907,7,,
CN27,Canonical_None,91,spoom,,,Nonwords,1,0,611,76,,
CN27,Canonical_None,92,sunnit,,,Nonwords,4,1,674,118,,
CN27,Canonical_None,93,teemager,,,Nonwords,4,1,571,14,,
CN27,Canonical_None,94,vegetaple,,,Nonwords,4,1,775,84,,
CN27,Canonical_None,95,wimdow,,,Nonwords,4,1,511,83,,
CN27,Canonical_None,0,apron,,,Familiar words,4,0,566,50,,
CN27,Canonical_None,1,balloon,,,Familiar words,1,1,684,33,,
CN27,Canonical_None,2,bank,,,Familiar words,1,1,531,109,,
CN27,Canonical_None,3,barrel,,,Familiar words,1,1,545,16,,
CN27,Canonical_None,4,basketball,,,Familiar words,1,1,860,2,,
CN27,Canonical_None,5,brain,,,Familiar words,1,1,358,47,,
CN27,Canonical_None,6,cabinet,,,Familiar words,1,1,693,73,,
CN27,Canonical_None,7,cashier,,,Familiar words,1,1,662,12,,
CN27,Canonical_None,8,crane,,,Familiar words,1,1,730,43,,
CN27,Canonical_None,9,dancer,,,Familiar words,1,1,710,15,,
CN27,Canonical_None,10,festival,,,Familiar words,1,1,1058,122,,
CN27,Canonical_None,11,fish,,,Familiar words,1,1,774,39,,
CN27,Canonical_None,12,glass,,,Familiar words,1,1,417,58,,
CN27,Canonical_None,13,grape,,,Familiar words,1,1,579,11,,
CN27,Canonical_None,14,ham,,,Familiar words,1,1,681,102,,
CN27,Canonical_None,15,herbivore,,,Familiar words,1,1,641,57,,
CN27,Canonical_None,16,mechanic,,,Familiar words,1,1,719,112,,
CN27,Canonical_None,17,mushroom,,,Familiar words,1,1,727,4,,
CN27,Canonical_None,18,palace,,,Familiar words,1,1,529,81,,
CN27,Canonical_None,19,pencil,,,Familiar words,1,1,489,30,,
CN27,Canonical_None,20,priest,,,Familiar words,4,0,723,105,,
CN27,Canonical_None,21,restaurant,,,Familiar words,1,1,567,127,,
CN27,Canonical_None,22,rubbish,,,Familiar words,1,1,671,44,,
CN27,Canonical_None,23,shelter,,,Familiar words,4,0,555,121,,
CN27,Canonical_None,24,shirt,,,Familiar words,1,1,594,72,,
CN27,Canonical_None,25,sil,,,Familiar words,1,1,690,66,,
CN27,Canonical_None,26,ske,,,Familiar words,1,1,620,60,,
CN27,Canonical_None,27,spoon,,,Familiar words,1,1,678,87,,
CN27,Canonical_None,28,summit,,,Familiar words,1,1,966,85,,
CN27,Canonical_None,29,teeger,,,Familiar words,1,1,493,89,,
CN27,Canonical_None,30,vegetable,,,Familiar words,1,1,774,51,,
CN27,Canonical_None,31,window,,,Familiar words,1,1,457,52,,
CN28,Canonical_None,99,bliddus,none,flap,"New words, trained pronunciation",1,1,481,117,,
CN28,Canonical_None,124,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,688,74,,
CN28,Canonical_None,110,bunnow,none,nasal,"New words, trained pronunciation",1,1,840,3,,
CN28,Canonical_None,96,byddo,canonical,flap,"New words, trained pronunciation",1,1,593,103,,
CN28,Canonical_None,98,cluddee,none,flap,"New words, trained pronunciation",1,1,561,5,,
CN28,Canonical_None,125,credenner,none,nasal,"New words, trained pronunciation",1,1,701,86,,
CN28,Canonical_None,121,cynnergus,none,nasal,"New words, trained pronunciation",1,1,541,71,,
CN28,Canonical_None,101,fluddow,none,flap,"New words, trained pronunciation",1,1,563,79,,
CN28,Canonical_None,111,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,551,41,,
CN28,Canonical_None,105,glunner,none,nasal,"New words, trained pronunciation",1,1,588,19,,
CN28,Canonical_None,127,lucrunny,none,nasal,"New words, trained pronunciation",1,1,676,94,,
CN28,Canonical_None,113,piddery,canonical,flap,"New words, trained pronunciation",1,1,439,82,,
CN28,Canonical_None,116,pribeddy,none,flap,"New words, trained pronunciation",1,1,601,93,,
CN28,Canonical_None,107,prounner,none,nasal,"New words, trained pronunciation",1,1,465,24,,
CN28,Canonical_None,100,ruddow,canonical,flap,"New words, trained pronunciation",1,1,546,115,,
CN28,Canonical_None,119,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,1169,21,,
CN28,Canonical_None,106,senno,canonical,nasal,"New words, trained pronunciation",1,1,640,120,,
CN28,Canonical_None,103,sleddow,canonical,flap,"New words, trained pronunciation",1,1,804,26,,
